small@albany.edu	0	0.02	0	0.8	0	1	0	176.651	103.021	122.4	0	0	0
,	0	0.02	0	0.8	0	1	0	176.651	103.021	122.4	0	0	0
jstromer@albany.edu	0	0.02	0	0.8	0	1	0	176.651	232.621	144	0	0	0
,	0	0.02	0	0.8	0	1	0	176.651	232.621	144	0	0	0
tomek@albany.edu	0	0.02	0	0.8	0	0	0	176.651	383.821	115.182	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abstract	1	0.02	0	0.8	1	0	0	235.103	164.401	44.694	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
We	0	0.02	0	0.67	1	0	0	260.275	88.9808	13.9268	0	0	0
describe	0	0.02	0	0.67	0	0	0	260.275	105.867	33.3416	0	0	0
an	0	0.02	0	0.67	0	0	0	260.275	142.141	9.39175	0	0	0
annotation	0	0.02	0	0.67	0	0	0	260.275	154.503	42.2333	0	0	0
tool	0	0.02	0	0.67	0	0	0	260.275	199.695	15.4959	0	0	0
developed	0	0.02	0	0.67	0	0	0	260.275	218.107	41.07	0	0	0
to	0	0.02	0	0.67	0	0	0	260.275	262.135	7.77151	0	0	0
as-	0	0.02	0	0.67	0	0	0	260.275	272.877	11.7214	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
sist	0	0.02	0	0.67	0	0	0	271.795	88.9808	13.3216	0	0	0
in	0	0.02	0	0.67	0	0	0	271.795	110.267	7.78053	0	0	0
the	0	0.02	0	0.67	0	0	0	271.795	126.058	12.2595	0	0	0
creation	0	0.02	0	0.67	0	0	0	271.795	146.222	32.2143	0	0	0
of	0	0.02	0	0.67	0	0	1	271.795	186.401	8.33163	0	0	0
multimodal	0	0.02	0	0.67	0	0	0	271.795	202.638	46.115	0	0	0
action-	0	0.02	0	0.67	0	0	0	271.795	256.718	27.8255	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
communication	0	0.02	0	0.67	0	0	0	283.255	88.9808	62.2092	0	0	0
corpora	0	0.02	0	0.67	0	0	0	283.255	154.985	30.5269	0	0	0
from	0	0.02	0	0.67	0	0	0	283.255	189.224	19.4348	0	0	0
on-line	0	0.02	0	0.67	0	0	0	283.255	212.324	28.4137	0	0	0
massively	0	0.02	0	0.67	0	0	0	283.255	244.532	39.9708	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
multi-player	0	0.02	0	0.67	0	0	0	294.775	88.9808	49.4277	0	0	0
games	0	0.02	0	0.67	0	1	0	294.775	141.285	28.032	0	0	0
,	0	0.02	0	0.67	0	1	0	294.775	141.285	28.032	0	0	0
or	0	0.02	0	0.67	0	0	0	294.775	172.194	8.34365	0	0	0
MMGs.	0	0.02	0	0.67	1	0	0	294.775	183.414	31.3546	0	0	0
MMGs	0	0.02	0	0.67	1	0	0	294.775	217.646	28.9388	0	0	0
typically	0	0.02	0	0.67	0	0	0	294.775	249.461	35.046	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
involve	0	0.03	0	0.67	0	0	0	306.295	88.9808	30.072	0	0	0
groups	0	0.03	0	0.67	0	0	0	306.295	124.112	27.2263	0	0	0
of	0	0.03	0	0.67	0	0	1	306.295	156.439	8.3657	0	0	0
players	0	0.03	0	0.67	0	0	0	306.295	169.868	28.9598	0	0	0
(5-30)	0	0.03	0	0.67	0	0	0	306.295	203.869	24.9849	0	0	0
who	0	0.03	0	0.67	0	0	0	306.295	233.913	17.2434	0	0	0
control	0	0.03	0	0.67	0	0	0	306.295	256.276	28.2774	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
their	0	0.03	0	0.67	0	0	0	317.755	88.9808	18.3707	0	0	0
avatars	0	0.03	0	0.67	0	0	0	317.755	110.893	28.3436	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0.03	0	0.43	0	0	0	315.673	139.141	3.24	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0

,	0	0.03	0	0.67	0	1	0	317.755	142.381	2.505	0	0	0
perform	0	0.03	0	0.67	0	0	0	317.755	148.411	32.2674	0	0	0
various	0	0.03	0	0.67	0	0	0	317.755	184.104	29.5069	0	0	0
activities	0	0.03	0	0.67	0	0	0	317.755	217.136	36.092	0	0	0
(quest-	0	0.03	0	0.67	0	0	0	317.755	256.753	27.7283	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
ing	0	0.03	0	0.67	0	1	0	329.275	88.9812	15.3536	0	0	0
,	0	0.03	0	0.67	0	1	0	329.275	88.9812	15.3536	0	0	0
competing	0	0.03	0	0.67	0	1	0	329.275	107.41	44.7002	0	0	0
,	0	0.03	0	0.67	0	1	0	329.275	107.41	44.7002	0	0	0
fighting	0	0.03	0	0.67	0	1	0	329.275	155.213	34.1552	0	0	0
,	0	0.03	0	0.67	0	1	0	329.275	155.213	34.1552	0	0	0
etc.)	0	0.03	0	0.67	0	0	0	329.275	192.481	17.4929	0	0	0
and	0	0.03	0	0.67	0	0	1	329.275	213.086	14.4528	0	0	0
communicate	0	0.03	0	0.67	0	0	0	329.275	230.651	53.8014	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
via	0	0.03	0	0.67	0	0	0	340.795	88.9812	12.2464	0	0	0
chat	0	0.03	0	0.67	0	0	0	340.795	104.289	16.6963	0	0	0
or	0	0.03	0	0.67	0	0	0	340.795	123.986	8.34766	0	0	0
speech	0	0.03	0	0.67	0	0	0	340.795	135.395	27.1702	0	0	0
using	0	0.03	0	0.67	0	0	0	340.795	165.626	21.7173	0	0	0
assumed	0	0.03	0	0.67	0	0	0	340.795	190.405	34.4237	0	0	0
screen	0	0.03	0	0.67	0	0	0	340.795	227.889	25.528	0	0	0
names.	0	0.03	0	0.67	0	0	0	340.795	256.508	28.043	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
We	0	0.03	0	0.67	1	0	0	352.255	88.9812	13.9027	0	0	0
collected	0	0.03	0	0.67	0	0	0	352.255	107.919	36.1051	0	0	0
a	0	0.03	0	0.67	0	0	0	352.255	148.999	4.44888	0	0	0
corpus	0	0.03	0	0.67	0	0	0	352.255	158.483	26.6883	0	0	0
of	0	0.03	0	0.67	0	0	1	352.255	190.092	8.34165	0	0	0
48	0	0.03	0	0.67	0	0	0	352.255	203.409	10.015	0	0	0
group	0	0.03	0	0.67	0	0	0	352.255	218.399	23.3566	0	0	0
quests	0	0.03	0	0.67	0	0	0	352.255	246.73	25.025	0	0	0

